sample,source,source_label,window,window_label,start_offset,end_offset,growth_kind,treatment,variable,N,mean,std,p25,median,p75,original_N,original_mean,original_std,original_p25,original_median,original_p75,mean_gap,std_gap,p25_gap,median_gap,p75_gap,N_gap,desc_distance
full_2019_2023,operating,operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,raw,FSales_operating_L_to_L2_cagr_raw,538,0.5464050358693607,4.743117392501936,-0.021928169043940043,0.12189043015034307,0.2975044269895256,471,0.53,1.522,-0.008,0.18,0.523,0.016405035869360707,3.2211173925019354,-0.013928169043940043,-0.05810956984965693,-0.2254955730104744,67,1.2462536113769458
full_2019_2023,operating,operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,winsor_1_99,FSales_operating_L_to_L2_cagr_w1p,538,0.2172482121933645,0.5857181764127879,-0.021928169043940043,0.12189043015034307,0.2975044269895256,471,0.53,1.522,-0.008,0.18,0.523,-0.31275178780663554,-0.9362818235872121,-0.013928169043940043,-0.05810956984965693,-0.2254955730104744,67,0.9713914710855399
w2_2019_2022,operating,operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,raw,FSales_operating_L_to_L2_cagr_raw,471,0.5789663388726328,5.034904706379927,-0.020389852453640223,0.12211386360972032,0.2991952949186928,471,0.53,1.522,-0.008,0.18,0.523,0.0489663388726328,3.512904706379927,-0.012389852453640222,-0.057886136390279674,-0.22380470508130723,0,1.2150782831660214
w2_2019_2022,operating,operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,winsor_1_99,FSales_operating_L_to_L2_cagr_w1p,471,0.22043538143239125,0.584606174851616,-0.020389852453640223,0.12211386360972032,0.2991952949186928,471,0.53,1.522,-0.008,0.18,0.523,-0.30956461856760875,-0.937393825148384,-0.012389852453640222,-0.057886136390279674,-0.22380470508130723,0,0.8317988425531119
full_2019_2023,operating,operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,raw,FSales_operating_Lm1_to_L_total_raw,82,3.5604902331375468,29.052591923101716,0.004904436724690328,0.21110600675234859,0.4276956564773865,471,0.53,1.522,-0.008,0.18,0.523,3.030490233137547,27.530591923101717,0.012904436724690327,0.03110600675234859,-0.09530434352261352,-389,10.824000782550284
full_2019_2023,operating,operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,winsor_1_99,FSales_operating_Lm1_to_L_total_w1p,82,1.012045699578095,5.995987349361906,0.004904436724690328,0.21110600675234859,0.4276956564773865,471,0.53,1.522,-0.008,0.18,0.523,0.48204569957809507,4.473987349361906,0.012904436724690327,0.03110600675234859,-0.09530434352261352,-389,2.5114051055558786
w2_2019_2022,operating,operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,raw,FSales_operating_Lm1_to_L_total_raw,74,3.950454934624143,30.57722197666751,0.027308615203741324,0.21430991534852695,0.4323767582145082,471,0.53,1.522,-0.008,0.18,0.523,3.420454934624143,29.05522197666751,0.035308615203741324,0.034309915348526954,-0.0906232417854918,-397,11.62084789352691
w2_2019_2022,operating,operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,winsor_1_99,FSales_operating_Lm1_to_L_total_w1p,74,1.1265028839231288,6.304776587436607,0.027308615203741324,0.21430991534852695,0.4323767582145082,471,0.53,1.522,-0.008,0.18,0.523,0.5965028839231288,4.782776587436607,0.035308615203741324,0.034309915348526954,-0.0906232417854918,-397,2.7287844955181697
full_2019_2023,operating,operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,raw,FSales_operating_Lm2_to_L_total_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,operating,operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,winsor_1_99,FSales_operating_Lm2_to_L_total_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,operating,operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,raw,FSales_operating_Lm2_to_L_total_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,operating,operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,winsor_1_99,FSales_operating_Lm2_to_L_total_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,operating,operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,raw,FSales_operating_Lm2_to_L_cagr_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,operating,operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,winsor_1_99,FSales_operating_Lm2_to_L_cagr_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,operating,operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,raw,FSales_operating_Lm2_to_L_cagr_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,operating,operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,winsor_1_99,FSales_operating_Lm2_to_L_cagr_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,operating,operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,raw,FSales_operating_Lm1_to_L2_total_raw,81,552.9245667397432,4894.7973487643885,0.11126622126356148,0.5031070490205828,1.1560128496549853,471,0.53,1.522,-0.008,0.18,0.523,552.3945667397433,4893.275348764389,0.11926622126356148,0.3231070490205828,0.6330128496549853,-390,1777.5091569401477
full_2019_2023,operating,operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,winsor_1_99,FSales_operating_Lm1_to_L2_total_w1p,81,118.84296020145294,990.1432403589272,0.11126622126356148,0.5031070490205828,1.1560128496549853,471,0.53,1.522,-0.008,0.18,0.523,118.31296020145294,988.6212403589271,0.11926622126356148,0.3231070490205828,0.6330128496549853,-390,367.26402330049206
w2_2019_2022,operating,operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,raw,FSales_operating_Lm1_to_L2_total_raw,73,613.4192929665685,5155.9275083086695,0.11126622126356148,0.40947581883130846,1.0926071662306087,471,0.53,1.522,-0.008,0.18,0.523,612.8892929665685,5154.40550830867,0.11926622126356148,0.22947581883130846,0.5696071662306087,-398,1903.1453861394298
w2_2019_2022,operating,operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,winsor_1_99,FSales_operating_Lm1_to_L2_total_w1p,73,131.7670994103835,1042.8807996735864,0.11126622126356148,0.40947581883130846,1.0926071662306087,471,0.53,1.522,-0.008,0.18,0.523,131.2370994103835,1041.3587996735864,0.11926622126356148,0.22947581883130846,0.5696071662306087,-398,393.2315154244738
full_2019_2023,operating,operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,raw,FSales_operating_Lm1_to_L2_cagr_raw,81,0.6884909557643921,3.8853696470238037,0.03579236273950781,0.14550407152161715,0.2918649486567346,471,0.53,1.522,-0.008,0.18,0.523,0.1584909557643921,2.363369647023804,0.04379236273950781,-0.03449592847838284,-0.2311350513432654,-390,1.8168605287117452
full_2019_2023,operating,operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,winsor_1_99,FSales_operating_Lm1_to_L2_cagr_w1p,81,0.4235314883651593,1.6417959330132619,0.03579236273950781,0.14550407152161715,0.2918649486567346,471,0.53,1.522,-0.008,0.18,0.523,-0.10646851163484072,0.11979593301326186,0.04379236273950781,-0.03449592847838284,-0.2311350513432654,-390,1.2039446560795584
w2_2019_2022,operating,operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,raw,FSales_operating_Lm1_to_L2_cagr_raw,73,0.7412533449823343,4.091468866601107,0.03579236273950781,0.12120719612788688,0.27907468244763134,471,0.53,1.522,-0.008,0.18,0.523,0.21125334498233428,2.569468866601107,0.04379236273950781,-0.05879280387211311,-0.24392531755236868,-398,1.9742348644268468
w2_2019_2022,operating,operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,winsor_1_99,FSales_operating_Lm1_to_L2_cagr_w1p,73,0.4472572236215418,1.7275615153082327,0.03579236273950781,0.12120719612788688,0.27907468244763134,471,0.53,1.522,-0.008,0.18,0.523,-0.08274277637845823,0.20556151530823263,0.04379236273950781,-0.05879280387211311,-0.24392531755236868,-398,1.2547474579997522
full_2019_2023,total,total_operating_revenue only,L_to_L1_total,"listing_year -> listing_year+1, current logic",0,1,total,raw,FSales_total_L_to_L1_total_raw,538,4.205158836165487,50.306667091855424,-0.04821806151691811,0.15629103046068757,0.3858216176197689,471,0.53,1.522,-0.008,0.18,0.523,3.6751588361654868,48.784667091855425,-0.04021806151691811,-0.023708969539312424,-0.1371783823802311,67,16.186321991807347
full_2019_2023,total,total_operating_revenue only,L_to_L1_total,"listing_year -> listing_year+1, current logic",0,1,total,winsor_1_99,FSales_total_L_to_L1_total_w1p,538,0.4094078405973609,1.6726612765279378,-0.04821806151691811,0.15629103046068757,0.3858216176197689,471,0.53,1.522,-0.008,0.18,0.523,-0.12059215940263912,0.15066127652793782,-0.04021806151691811,-0.023708969539312424,-0.1371783823802311,67,0.47325386121262614
w2_2019_2022,total,total_operating_revenue only,L_to_L1_total,"listing_year -> listing_year+1, current logic",0,1,total,raw,FSales_total_L_to_L1_total_raw,471,4.724482174199237,53.74006824987851,-0.03446156882656508,0.16549970445480033,0.4042927875123599,471,0.53,1.522,-0.008,0.18,0.523,4.194482174199237,52.21806824987851,-0.026461568826565078,-0.01450029554519966,-0.1187072124876401,0,17.39543752911499
w2_2019_2022,total,total_operating_revenue only,L_to_L1_total,"listing_year -> listing_year+1, current logic",0,1,total,winsor_1_99,FSales_total_L_to_L1_total_w1p,471,0.4079162725950434,1.600925054147338,-0.03446156882656508,0.16549970445480033,0.4042927875123599,471,0.53,1.522,-0.008,0.18,0.523,-0.1220837274049566,0.07892505414733808,-0.026461568826565078,-0.01450029554519966,-0.1187072124876401,0,0.2882532833879134
full_2019_2023,total,total_operating_revenue only,L1_to_L2_total,first complete listed fiscal year -> next fiscal year,1,2,total,raw,FSales_total_L1_to_L2_total_raw,537,0.24410867541601802,0.9461585556413988,-0.057463213532699606,0.14441402293845135,0.35042285543529855,471,0.53,1.522,-0.008,0.18,0.523,-0.28589132458398203,-0.5758414443586012,-0.049463213532699606,-0.035585977061548646,-0.17257714456470147,66,0.7947464140662323
full_2019_2023,total,total_operating_revenue only,L1_to_L2_total,first complete listed fiscal year -> next fiscal year,1,2,total,winsor_1_99,FSales_total_L1_to_L2_total_w1p,537,0.18786215061009293,0.45876817200060815,-0.057463213532699606,0.14441402293845135,0.35042285543529855,471,0.53,1.522,-0.008,0.18,0.523,-0.3421378493899071,-1.0632318279993918,-0.049463213532699606,-0.035585977061548646,-0.17257714456470147,66,0.972840534782355
w2_2019_2022,total,total_operating_revenue only,L1_to_L2_total,first complete listed fiscal year -> next fiscal year,1,2,total,raw,FSales_total_L1_to_L2_total_raw,470,0.23314716656199916,0.9524512945546626,-0.07607655780860302,0.1319261965283845,0.33952877503914675,471,0.53,1.522,-0.008,0.18,0.523,-0.29685283343800084,-0.5695487054453374,-0.06807655780860303,-0.048073803471615495,-0.18347122496085327,-1,0.7068233171361056
w2_2019_2022,total,total_operating_revenue only,L1_to_L2_total,first complete listed fiscal year -> next fiscal year,1,2,total,winsor_1_99,FSales_total_L1_to_L2_total_w1p,470,0.17798992835952712,0.44971337383396387,-0.07607655780860302,0.1319261965283845,0.33952877503914675,471,0.53,1.522,-0.008,0.18,0.523,-0.35201007164047293,-1.0722866261660362,-0.06807655780860303,-0.048073803471615495,-0.18347122496085327,-1,0.8876650355187523
full_2019_2023,total,total_operating_revenue only,Lm1_to_L1_total,"listing_year-1 -> listing_year+1, two-year total growth",-1,1,total,raw,FSales_total_Lm1_to_L1_total_raw,82,52.14223724476729,355.477347204534,0.012937990610444837,0.34966343325543636,0.8570488862511999,471,0.53,1.522,-0.008,0.18,0.523,51.612237244767286,353.955347204534,0.020937990610444837,0.16966343325543637,0.3340488862511999,-389,141.39325536071263
full_2019_2023,total,total_operating_revenue only,Lm1_to_L1_total,"listing_year-1 -> listing_year+1, two-year total growth",-1,1,total,winsor_1_99,FSales_total_Lm1_to_L1_total_w1p,82,34.03080155669183,212.06135364928903,0.012937990610444837,0.34966343325543636,0.8570488862511999,471,0.53,1.522,-0.008,0.18,0.523,33.500801556691826,210.53935364928904,0.020937990610444837,0.16966343325543637,0.3340488862511999,-389,87.42782128382596
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L1_total,"listing_year-1 -> listing_year+1, two-year total growth",-1,1,total,raw,FSales_total_Lm1_to_L1_total_raw,74,57.65053354603321,374.0272931963707,0.038186033520140265,0.34966343325543636,0.8570488862511999,471,0.53,1.522,-0.008,0.18,0.523,57.12053354603321,372.5052931963707,0.046186033520140266,0.16966343325543637,0.3340488862511999,-397,151.5676621813926
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L1_total,"listing_year-1 -> listing_year+1, two-year total growth",-1,1,total,winsor_1_99,FSales_total_Lm1_to_L1_total_w1p,74,37.58110481059824,223.0844603319711,0.038186033520140265,0.34966343325543636,0.8570488862511999,471,0.53,1.522,-0.008,0.18,0.523,37.05110481059824,221.5624603319711,0.046186033520140266,0.16966343325543637,0.3340488862511999,-397,93.76252522985773
full_2019_2023,total,total_operating_revenue only,Lm1_to_L1_cagr,"listing_year-1 -> listing_year+1, annualized CAGR",-1,1,cagr,raw,FSales_total_Lm1_to_L1_cagr_raw,82,1.3326635349223563,6.949087587647117,0.006433588722916717,0.1617488395323422,0.36262084340789663,471,0.53,1.522,-0.008,0.18,0.523,0.8026635349223563,5.427087587647117,0.014433588722916717,-0.01825116046765779,-0.1603791565921034,-389,3.123282543255355
full_2019_2023,total,total_operating_revenue only,Lm1_to_L1_cagr,"listing_year-1 -> listing_year+1, annualized CAGR",-1,1,cagr,winsor_1_99,FSales_total_Lm1_to_L1_cagr_w1p,82,1.130214462530008,5.488310048247971,0.006433588722916717,0.1617488395323422,0.36262084340789663,471,0.53,1.522,-0.008,0.18,0.523,0.6002144625300079,3.966310048247971,0.014433588722916717,-0.01825116046765779,-0.1603791565921034,-389,2.5556390860132203
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L1_cagr,"listing_year-1 -> listing_year+1, annualized CAGR",-1,1,cagr,raw,FSales_total_Lm1_to_L1_cagr_raw,74,1.4384017855102171,7.309357898270407,0.018900254393004245,0.1617488395323422,0.36262084340789663,471,0.53,1.522,-0.008,0.18,0.523,0.9084017855102171,5.787357898270407,0.026900254393004246,-0.01825116046765779,-0.1603791565921034,-397,3.341321704334082
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L1_cagr,"listing_year-1 -> listing_year+1, annualized CAGR",-1,1,cagr,winsor_1_99,FSales_total_Lm1_to_L1_cagr_w1p,74,1.2140663269132905,5.7715260349952455,0.018900254393004245,0.1617488395323422,0.36262084340789663,471,0.53,1.522,-0.008,0.18,0.523,0.6840663269132905,4.249526034995245,0.026900254393004246,-0.01825116046765779,-0.1603791565921034,-397,2.732528279918365
full_2019_2023,total,total_operating_revenue only,L_to_L2_total,"listing_year -> listing_year+2, two-year total growth",0,2,total,raw,FSales_total_L_to_L2_total_raw,538,23.84671484665764,363.8390440818184,-0.04337482971860573,0.25863818718543263,0.6835177472009328,471,0.53,1.522,-0.008,0.18,0.523,23.31671484665764,362.3170440818184,-0.03537482971860573,0.07863818718543264,0.16051774720093281,67,114.2868192163579
full_2019_2023,total,total_operating_revenue only,L_to_L2_total,"listing_year -> listing_year+2, two-year total growth",0,2,total,winsor_1_99,FSales_total_L_to_L2_total_w1p,538,0.8291865069046265,3.4684511222262744,-0.04337482971860573,0.25863818718543263,0.6835177472009328,471,0.53,1.522,-0.008,0.18,0.523,0.29918650690462645,1.9464511222262744,-0.03537482971860573,0.07863818718543264,0.16051774720093281,67,1.1766426367068634
w2_2019_2022,total,total_operating_revenue only,L_to_L2_total,"listing_year -> listing_year+2, two-year total growth",0,2,total,raw,FSales_total_L_to_L2_total_raw,471,26.789577882081737,388.72249222071724,-0.04036394265021173,0.2591395229051341,0.687910192718441,471,0.53,1.522,-0.008,0.18,0.523,26.259577882081736,387.20049222071725,-0.03236394265021173,0.0791395229051341,0.16491019271844098,0,123.31993262420973
w2_2019_2022,total,total_operating_revenue only,L_to_L2_total,"listing_year -> listing_year+2, two-year total growth",0,2,total,winsor_1_99,FSales_total_L_to_L2_total_w1p,471,0.8353227091993713,3.4332759285788295,-0.04036394265021173,0.2591395229051341,0.687910192718441,471,0.53,1.522,-0.008,0.18,0.523,0.3053227091993713,1.9112759285788294,-0.03236394265021173,0.0791395229051341,0.16491019271844098,0,1.0433733782927597
full_2019_2023,total,total_operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,raw,FSales_total_L_to_L2_cagr_raw,538,0.5464050358693607,4.743117392501936,-0.021928169043940043,0.12189043015034307,0.2975044269895256,471,0.53,1.522,-0.008,0.18,0.523,0.016405035869360707,3.2211173925019354,-0.013928169043940043,-0.05810956984965693,-0.2254955730104744,67,1.2462536113769458
full_2019_2023,total,total_operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,winsor_1_99,FSales_total_L_to_L2_cagr_w1p,538,0.2172482121933645,0.5857181764127879,-0.021928169043940043,0.12189043015034307,0.2975044269895256,471,0.53,1.522,-0.008,0.18,0.523,-0.31275178780663554,-0.9362818235872121,-0.013928169043940043,-0.05810956984965693,-0.2254955730104744,67,0.9713914710855399
w2_2019_2022,total,total_operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,raw,FSales_total_L_to_L2_cagr_raw,471,0.5789663388726328,5.034904706379927,-0.020389852453640223,0.12211386360972032,0.2991952949186928,471,0.53,1.522,-0.008,0.18,0.523,0.0489663388726328,3.512904706379927,-0.012389852453640222,-0.057886136390279674,-0.22380470508130723,0,1.2150782831660214
w2_2019_2022,total,total_operating_revenue only,L_to_L2_cagr,"listing_year -> listing_year+2, annualized CAGR",0,2,cagr,winsor_1_99,FSales_total_L_to_L2_cagr_w1p,471,0.22043538143239125,0.584606174851616,-0.020389852453640223,0.12211386360972032,0.2991952949186928,471,0.53,1.522,-0.008,0.18,0.523,-0.30956461856760875,-0.937393825148384,-0.012389852453640222,-0.057886136390279674,-0.22380470508130723,0,0.8317988425531119
full_2019_2023,total,total_operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,raw,FSales_total_Lm1_to_L_total_raw,82,3.5604902331375468,29.052591923101716,0.004904436724690328,0.21110600675234859,0.4276956564773865,471,0.53,1.522,-0.008,0.18,0.523,3.030490233137547,27.530591923101717,0.012904436724690327,0.03110600675234859,-0.09530434352261352,-389,10.824000782550284
full_2019_2023,total,total_operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,winsor_1_99,FSales_total_Lm1_to_L_total_w1p,82,1.012045699578095,5.995987349361906,0.004904436724690328,0.21110600675234859,0.4276956564773865,471,0.53,1.522,-0.008,0.18,0.523,0.48204569957809507,4.473987349361906,0.012904436724690327,0.03110600675234859,-0.09530434352261352,-389,2.5114051055558786
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,raw,FSales_total_Lm1_to_L_total_raw,74,3.950454934624143,30.57722197666751,0.027308615203741324,0.21430991534852695,0.4323767582145082,471,0.53,1.522,-0.008,0.18,0.523,3.420454934624143,29.05522197666751,0.035308615203741324,0.034309915348526954,-0.0906232417854918,-397,11.62084789352691
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L_total,"listing_year-1 -> listing_year, IPO-year growth",-1,0,total,winsor_1_99,FSales_total_Lm1_to_L_total_w1p,74,1.1265028839231288,6.304776587436607,0.027308615203741324,0.21430991534852695,0.4323767582145082,471,0.53,1.522,-0.008,0.18,0.523,0.5965028839231288,4.782776587436607,0.035308615203741324,0.034309915348526954,-0.0906232417854918,-397,2.7287844955181697
full_2019_2023,total,total_operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,raw,FSales_total_Lm2_to_L_total_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,total,total_operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,winsor_1_99,FSales_total_Lm2_to_L_total_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,total,total_operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,raw,FSales_total_Lm2_to_L_total_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,total,total_operating_revenue only,Lm2_to_L_total,"listing_year-2 -> listing_year, pre-IPO two-year total growth",-2,0,total,winsor_1_99,FSales_total_Lm2_to_L_total_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,total,total_operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,raw,FSales_total_Lm2_to_L_cagr_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,total,total_operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,winsor_1_99,FSales_total_Lm2_to_L_cagr_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,total,total_operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,raw,FSales_total_Lm2_to_L_cagr_raw,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
w2_2019_2022,total,total_operating_revenue only,Lm2_to_L_cagr,"listing_year-2 -> listing_year, pre-IPO annualized CAGR",-2,0,cagr,winsor_1_99,FSales_total_Lm2_to_L_cagr_w1p,0,,,,,,471,0.53,1.522,-0.008,0.18,0.523,,,,,,-471,
full_2019_2023,total,total_operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,raw,FSales_total_Lm1_to_L2_total_raw,81,552.9245667397432,4894.7973487643885,0.11126622126356148,0.5031070490205828,1.1560128496549853,471,0.53,1.522,-0.008,0.18,0.523,552.3945667397433,4893.275348764389,0.11926622126356148,0.3231070490205828,0.6330128496549853,-390,1777.5091569401477
full_2019_2023,total,total_operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,winsor_1_99,FSales_total_Lm1_to_L2_total_w1p,81,118.84296020145294,990.1432403589272,0.11126622126356148,0.5031070490205828,1.1560128496549853,471,0.53,1.522,-0.008,0.18,0.523,118.31296020145294,988.6212403589271,0.11926622126356148,0.3231070490205828,0.6330128496549853,-390,367.26402330049206
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,raw,FSales_total_Lm1_to_L2_total_raw,73,613.4192929665685,5155.9275083086695,0.11126622126356148,0.40947581883130846,1.0926071662306087,471,0.53,1.522,-0.008,0.18,0.523,612.8892929665685,5154.40550830867,0.11926622126356148,0.22947581883130846,0.5696071662306087,-398,1903.1453861394298
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L2_total,"listing_year-1 -> listing_year+2, three-year total growth",-1,2,total,winsor_1_99,FSales_total_Lm1_to_L2_total_w1p,73,131.7670994103835,1042.8807996735864,0.11126622126356148,0.40947581883130846,1.0926071662306087,471,0.53,1.522,-0.008,0.18,0.523,131.2370994103835,1041.3587996735864,0.11926622126356148,0.22947581883130846,0.5696071662306087,-398,393.2315154244738
full_2019_2023,total,total_operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,raw,FSales_total_Lm1_to_L2_cagr_raw,81,0.6884909557643921,3.8853696470238037,0.03579236273950781,0.14550407152161715,0.2918649486567346,471,0.53,1.522,-0.008,0.18,0.523,0.1584909557643921,2.363369647023804,0.04379236273950781,-0.03449592847838284,-0.2311350513432654,-390,1.8168605287117452
full_2019_2023,total,total_operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,winsor_1_99,FSales_total_Lm1_to_L2_cagr_w1p,81,0.4235314883651593,1.6417959330132619,0.03579236273950781,0.14550407152161715,0.2918649486567346,471,0.53,1.522,-0.008,0.18,0.523,-0.10646851163484072,0.11979593301326186,0.04379236273950781,-0.03449592847838284,-0.2311350513432654,-390,1.2039446560795584
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,raw,FSales_total_Lm1_to_L2_cagr_raw,73,0.7412533449823343,4.091468866601107,0.03579236273950781,0.12120719612788688,0.27907468244763134,471,0.53,1.522,-0.008,0.18,0.523,0.21125334498233428,2.569468866601107,0.04379236273950781,-0.05879280387211311,-0.24392531755236868,-398,1.9742348644268468
w2_2019_2022,total,total_operating_revenue only,Lm1_to_L2_cagr,"listing_year-1 -> listing_year+2, annualized CAGR",-1,2,cagr,winsor_1_99,FSales_total_Lm1_to_L2_cagr_w1p,73,0.4472572236215418,1.7275615153082327,0.03579236273950781,0.12120719612788688,0.27907468244763134,471,0.53,1.522,-0.008,0.18,0.523,-0.08274277637845823,0.20556151530823263,0.04379236273950781,-0.05879280387211311,-0.24392531755236868,-398,1.2547474579997522
